,case_number,country,area,sex,age,time,month,decade
4493,1942.00.00.k,Indonesia,East Java,M,27,unknown,unknown,1940
4494,1942.00.00.j,Australia,Tasmania,M,27,unknown,unknown,1940
4495,1942.00.00.i,Philippines,Camiguin Island,M,27,unknown,unknown,1940
4498,1942.00.00.f,Bahamas,Cay Sal Bank,M,48,afternoon,unknown,1940
4500,1942.00.00.d,Mid-Pacifc Ocean,Southwestern Pacific,M,27,unknown,unknown,1940
4503,1942.00.00.a,Panama,Panama City,M,27,unknown,unknown,1940
4505,1941.12.03,Australia,Western Australia,M,10,night,12,1940
4506,1941.11.27.b,South Atlantic Ocean,Off Libya,M,23,unknown,11,1940
4507,1941.11.27.a,South Atlantic Ocean,Off Libya,M,27,unknown,11,1940
4509,1941.11.19,Australia,Western Australia,M,27,unknown,11,1940
4512,1941.08.05,Australia,New South Wales,M,27,unknown,08,1940
4513,1941.08.01,USA,South Carolina,M,20,unknown,08,1940
4515,1941.07.01,USA,Hawaii,M,27,unknown,07,1940
4516,1941.06.15,USA,New York,M,43,afternoon,06,1940
4517,1941.06.00,Pacific Ocean,Off Coast Of Ecuador,M,27,afternoon,06,1940
4519,1941.03.09,USA,California,M,53,night,03,1940
4520,1941.02.13.,Australia,New South Wales,M,34,unknown,02,1940
4521,1941.02.01,Jamaica,Trelawney Province,M,27,morning,02,1940
4522,1941.01.29,South Atlantic Ocean,In Convoy Ob 274,M,19,evening,01,1940
4524,1941.00.00.h,Solomon Islands,New Georgia,M,27,unknown,unknown,1940
4525,1941.00.00.f,Iran,Khuzestan Province,M,27,morning,unknown,1940
4526,1941.00.00.e,Iran,Khuzestan Province,M,27,unknown,unknown,1940
4527,1941.00.00.d,Iran,Khuzestan Province,M,27,unknown,unknown,1940
4528,1941.00.00.c,Iran,Khuzestan Province,M,6,unknown,unknown,1940
4529,1941.00.00.b,Iran,Khuzestan Province,M,27,unknown,unknown,1940
4531,1940.12.28,Australia,New South Wales,M,23,morning,12,1930
4532,1940.12.20,South Africa,Kwazulu-Natal,M,17,morning,12,1930
4533,1940.12.19.R,Australia,Queensland,M,27,unknown,12,1930
4534,1940.12.10,Australia,Northern Territory,M,27,unknown,12,1930
4535,1940.09.00,Panama,Panama Bay Pacific Ocean,M,18,unknown,09,1930
4536,1940.07.13.b,USA,South Carolina,M,27,unknown,07,1930
4537,1940.07.13.a,USA,South Carolina,M,27,unknown,07,1930
4538,1940.06.30,USA,North Carolina,M,27,unknown,06,1930
4539,1940.03.31,South Africa,Kwazulu-Natal,M,25,morning,03,1930
4540,1940.03.20,Australia,New South Wales,M,27,unknown,03,1930
4541,1940.02.22,South Africa,Kwazulu-Natal,M,17,afternoon,02,1930
4543,1940.02.04,Australia,New South Wales,M,55,afternoon,02,1930
4544,1940.01.29,Australia,Queensland,M,17,unknown,01,1930
4545,1940.01.23,Australia,New South Wales,M,13,morning,01,1930
4546,1940.01.15,Australia,Queensland,M,22,afternoon,01,1930
4547,1940.01.07,South Africa,Kwazulu-Natal,M,18,afternoon,01,1930
4548,1940.01.01,Australia,Queensland,M,27,unknown,01,1930
4550,1940.00.00.e,New Guinea,Bwagaoia,F,27,unknown,unknown,1930
4553,1940.00.00.b,South Africa,Kwazulu-Natal,F,27,unknown,unknown,1930
4554,1940.00.00.a,South Africa,Eastern Cape Province,F,27,unknown,unknown,1930
4555,1939.12.28,Australia,New South Wales,M,40,unknown,12,1930
4556,1939.12.14,Australia,Queensland,M,20,afternoon,12,1930
4562,1939.10.25.R,Australia,Queensland,M,27,unknown,10,1930
4563,1939.10.04,USA,Hawaii,M,27,unknown,10,1930
4564,1939.09.27.R,Australia,Torres Strait,M,27,unknown,09,1930
4565,1939.08.01,USA,California,M,33,unknown,08,1930
4567,1939.07.16,Bahamas,Andros Islands,M,38,afternoon,07,1930
4568,1939.07.14,USA,Texas,M,27,morning,07,1930
4569,1939.05.03,USA,Virginia,M,27,unknown,05,1930
4570,1939.04.12.R,Papua New Guinea,Morobe Province,M,9,unknown,04,1930
4571,1939.03.24,Papua New Guinea,Central Province,M,27,unknown,03,1930
4572,1939.02.26,New Zealand,North Island,M,27,unknown,02,1930
4573,1939.01.12,Australia,New South Wales,M,11,unknown,01,1930
4576,1939.00.00.c,Venezuela,Carabobo,M,27,unknown,unknown,1930
4577,1939.00.00.b,Curacao,Ascension Bay,M,27,unknown,unknown,1930
4578,1939.00.00.a,Papua New Guinea,"Abau Sub District, Central Province",M,27,unknown,unknown,1930
4579,1938.12.27,Australia,New South Wales,M,19,unknown,12,1930
4580,1938.10.05,Australia,Queensland,M,18,afternoon,10,1930
4581,1938.08.29,China,North China,M,27,unknown,08,1930
4582,1938.08.18,USA,California,M,27,unknown,08,1930
4583,1938.07.18,USA,South Carolina,M,27,unknown,07,1930
4585,1938.07.17,USA,California,M,27,unknown,07,1930
4586,1938.07.12,Australia,Torres Strait,M,25,unknown,07,1930
4588,1938.06.08,Australia,New South Wales,M,27,unknown,06,1930
4589,1938.05.26,Costa Rica,Nicoya Peninsula,M,27,unknown,05,1930
4590,1938.05.15,Iraq,Basrah City,M,10,afternoon,05,1930
4592,1938.03.21.R,Fiji,Viti Levu,M,27,unknown,03,1930
4593,1938.03.08,Australia,Northern Territory,M,27,unknown,03,1930
4594,1938.01.21,Australia,New South Wales,M,27,unknown,01,1930
4595,1938.01.18,South Africa,Kwazulu-Natal,M,13,unknown,01,1930
4596,1938.01.14,Australia,New South Wales,M,24,afternoon,01,1930
4597,1938.01.02,Australia,New South Wales,M,27,unknown,01,1930
4599,1938.00.00.d,Trinidad & Tobago,Trinidad,M,50,unknown,unknown,1930
4600,1938.00.00.c,USA,North Carolina,M,27,unknown,unknown,1930
4601,1938.00.00.b,Australia,Torres Strait,M,17,unknown,unknown,1930
4602,1938.00.00.a,South Africa,Kwazulu-Natal,M,27,unknown,unknown,1930
4603,1937.11.13,USA,North Carolina,M,27,unknown,11,1930
4604,1937.11.11,Australia,Torres Strait,M,17,unknown,11,1930
4606,1937.10.27.b,Australia,Queensland,M,25,afternoon,10,1930
4607,1937.10.27.a,Australia,Queensland,M,18,afternoon,10,1930
4608,1937.10.24.c,Australia,New South Wales,M,16,unknown,10,1930
4609,1937.10.24.a,Australia,New South Wales,M,27,unknown,10,1930
4610,1937.09.26.R,Croatia,Split-Dalmatia County,M,27,unknown,09,1930
4613,1937.09.01,Scotland,Argyll,M,27,unknown,09,1930
4614,1937.08.31,Australia,Torres Strait,M,38,morning,08,1930
4616,1937.08.02,Panama,Colon Province,M,21,unknown,08,1930
4617,1937.07.16.R,Australia,Northern Territory,M,27,unknown,07,1930
4620,1937.06.15.b,Australia,New South Wales,M,27,unknown,06,1930
4621,1937.06.15,USA,Texas,M,14,night,06,1930
4622,1937.05.30,USA,Texas,M,27,unknown,05,1930
4623,1937.05.15,Australia,Queensland,M,33,night,05,1930
4624,1937.03.26,Australia,New South Wales,M,16,unknown,03,1930
4625,1937.03.09,Australia,Victoria,M,43,unknown,03,1930
4626,1937.02.13,Australia,New South Wales,M,32,afternoon,02,1930
4629,1937.02.03,Australia,Queensland,M,20,unknown,02,1930
4630,1937.02.02,Australia,South Australia,M,27,night,unknown,1930
4631,1937.01.27,Australia,New South Wales,M,18,unknown,01,1930
4632,1937.00.00,Australia,Torres Strait,M,27,unknown,unknown,1930
4633,1936.12.30,USA,Hawaii,M,27,unknown,12,1930
4636,1936.12.12,Australia,New South Wales,M,15,morning,12,1930
4637,1936.12.01,Australia,Victoria,M,50,unknown,12,1930
4638,1936.11.27,Australia,Torres Strait,M,27,unknown,11,1930
4639,1936.09.04,USA,Hawaii,M,27,unknown,09,1930
4640,1936.08.24,Australia,Torres Strait,M,27,unknown,08,1930
4642,1936.08.04,Australia,Torres Strait,M,27,unknown,08,1930
4643,1936.08.00,USA,North Carolina,M,13,unknown,08,1930
4644,1936.07.25,USA,Massachusetts,M,16,afternoon,07,1930
4646,1936.07.07,Australia,Torres Strait,M,27,unknown,07,1930
4648,1936.06.26,Australia,Torres Strait,M,16,unknown,06,1930
4649,1936.06.06,USA,Florida,M,27,unknown,06,1930
4650,1936.04.22,Australia,Queensland,M,16,morning,04,1930
4652,1936.03.30,USA,Florida,M,27,unknown,03,1930
4653,1936.03.22,Australia,Torres Strait,M,27,unknown,03,1930
4654,1936.03.19,Australia,Queensland,M,27,unknown,03,1930
4656,1936.02.23,Australia,New South Wales,F,30,unknown,02,1930
4657,1936.02.20..R,Australia,Queensland,M,27,unknown,02,1930
4658,1936.02.04,Australia,New South Wales,M,14,afternoon,02,1930
4659,1936.01.22,Australia,South Australia,M,13,evening,01,1930
4660,1936.01.05,Australia,Queensland,M,17,unknown,01,1930
4661,1936.01.00,Australia,New South Wales,M,27,unknown,01,1930
4662,1936.00.00,Australia,Victoria,M,27,unknown,unknown,1930
4664,1935.11.13,Australia,Torres Strait,M,20,unknown,11,1930
4665,1935.09.21,USA,North Carolina,M,38,evening,09,1930
4666,1935.09.04.R,Papua New Guinea,Central Province,M,27,unknown,09,1930
4667,1935.08.26,Australia,Queensland,M,38,night,08,1930
4668,1935.08.24,United Kingdom,Isle Of Wight,M,27,unknown,08,1930
4669,1935.08.13,Australia,Torres Strait,M,27,unknown,08,1930
4670,1935.07.27.b,USA,California,M,23,unknown,07,1930
4671,1935.07.27.a,USA,California,M,53,unknown,07,1930
4673,1935.07.01,Croatia,Adriatic Sea,F,22,afternoon,07,1930
4674,1935.06.18,USA,New Jersey,M,31,unknown,06,1930
4675,1935.06.05.R,Solomon Islands,Makira-Uluwa Province,M,27,unknown,06,1930
4678,1935.05.19,South Africa,Kwazulu-Natal,M,27,unknown,05,1930
4679,1935.05.12,Australia,Torres Strait,M,27,unknown,05,1930
4680,1935.04.25,Australia,New South Wales,M,40,unknown,04,1930
4682,1935.04.08.R,USA,California,M,27,unknown,04,1930
4683,1935.03.30,Australia,Queensland,M,27,afternoon,03,1930
4684,1935.03.25.R,South Africa,Kwazulu-Natal,M,27,unknown,03,1930
4685,1935.03.20,Australia,Torres Strait,M,27,unknown,03,1930
4686,1935.03.13,Australia,Queensland,M,38,unknown,03,1930
4687,1935.03.11,Australia,New South Wales,M,27,unknown,03,1930
4688,1935.03.09,Australia,New South Wales,M,27,afternoon,03,1930
4689,1935.03.02,Australia,New South Wales,M,22,afternoon,03,1930
4690,1935.02.14,Australia,New South Wales,M,20,afternoon,02,1930
4691,1935.01.24.b,Australia,New South Wales,M,27,unknown,01,1930
4694,1935.01.17,Australia,Queensland,M,5,unknown,01,1930
4695,1934.12.31.b,Australia,New South Wales,F,13,evening,12,1930
4696,1934.12.31.a,Australia,New South Wales,M,19,afternoon,12,1930
4697,1934.12.23.b,Australia,New South Wales,M,14,afternoon,12,1930
4698,1934.12.23.a,Australia,New South Wales,M,12,afternoon,10,1930
4699,1934.10.09,Australia,Northern Territory,F,38,unknown,10,1930
4700,1934.10.08,Bermuda,Hamilton,M,27,night,10,1930
4701,1934.10.02,Australia,Torres Strait,M,27,unknown,10,1930
4702,1934.09.08,Bermuda,Hamilton,M,27,unknown,09,1930
4703,1934.08.27,Italy,Sicily,M,27,unknown,08,1930
4705,1934.08.26,Australia,Queensland,M,27,unknown,08,1930
4706,1934.08.21,Croatia,Adriatic Sea,F,18,unknown,08,1930
4707,1934.08.05,USA,Georgia,M,11,unknown,08,1930
4709,1934.06.21,Australia,New South Wales,M,27,night,06,1930
4710,1934.06.20,USA,Florida,M,8,unknown,06,1930
4711,1934.04.15,Australia,Queensland,M,34,morning,04,1930
4712,1934.04.01.c,South Africa,Kwazulu-Natal,M,27,afternoon,04,1930
4713,1934.04.01.b,South Africa,Kwazulu-Natal,M,12,afternoon,04,1930
4714,1934.04.01.a,Australia,New South Wales,M,15,afternoon,04,1930
4715,1934.03.12,Australia,New South Wales,M,17,afternoon,03,1930
4717,1934.02.24,Australia,Torres Strait,M,27,afternoon,02,1930
4718,1934.02.22,Chile,Elqui Province,M,27,unknown,02,1930
4719,1934.01.08.R,Turkey,Istanbul,M,27,unknown,02,1930
4720,1934.01.27,Australia,New South Wales,M,15,unknown,01,1930
4721,1934.01.07,Australia,New South Wales,M,22,afternoon,01,1930
4722,1933.11.20,Australia,Torres Strait,M,27,unknown,11,1930
4723,1933.11.18,Australia,Queensland,M,17,unknown,11,1930
4724,1933.10.25.R,Australia,Queensland,M,27,unknown,10,1930
4726,1933.08.28.b,USA,California,M,27,unknown,08,1930
4727,1933.08.28.a,USA,South Carolina,M,27,unknown,08,1930
4728,1933.08.26.R,USA,Connecticut,F,27,unknown,08,1930
4729,1933.07.07.R,USA,California,M,50,unknown,07,1930
4730,1933.07.03,Australia,Western Australia,M,27,unknown,07,1930
4731,1933.06.21,USA,South Carolina,M,15,unknown,06,1930
4732,1933.06.16,USA,South Carolina,F,27,unknown,06,1930
4733,1933.06.13,Australia,Northern Territory,M,27,unknown,06,1930
4735,1933.05.23,Australia,Queensland,M,27,unknown,05,1930
4736,1933.06.08.R,Australia,Queensland,M,27,unknown,06,1930
4737,1933.05.03,Cuba,Havana Province,M,27,unknown,05,1930
4738,1933.04.10,USA,Florida,M,24,unknown,04,1930
4739,1933.02.26,Australia,New South Wales,M,27,unknown,02,1930
4740,1933.02.15.R,Australia,Torres Strait,M,27,unknown,02,1930
4742,1933.02.12,Australia,South Australia,M,27,unknown,02,1930
4743,1933.01.04,Australia,Queensland,M,38,afternoon,01,1930
4744,1932.12.11.R,Australia,Northern Territory,M,27,unknown,12,1930
4745,1932.12.09.R,New Zealand,North Island,M,27,unknown,12,1930
4747,1932.10.31,Australia,New South Wales,M,24,morning,10,1930
4748,1932.10.11,Cape Verde,Barlavento Islands,M,27,unknown,10,1930
4749,1932.09.26.R,Fiji,Viti Levu Island,M,27,unknown,09,1930
4750,1932.08.30.b,Australia,New South Wales,M,27,unknown,08,1930
4751,1932.08.30.a,Australia,New South Wales,M,27,unknown,08,1930
4752,1932.08.10,USA,New Jersey,M,27,unknown,08,1930
4753,1932.08.09,Australia,Torres Strait,M,27,unknown,08,1930
4754,1932.08.06,Bahamas,New Providence Island,M,18,unknown,08,1930
4755,1932.07.14.R,USA,Texas,M,17,unknown,07,1930
4756,1932.07.02,Canada,Bay Of Fundy,M,27,unknown,07,1930
4757,1932.06.28,USA,New Jersey,M,32,unknown,06,1930
4758,1932.06.26,USA,New Jersey,M,27,unknown,06,1930
4759,1932.06.20,Fiji,Yasawa Islands,F,27,unknown,06,1930
4760,1932.05.12,Australia,Torres Strait,M,27,unknown,05,1930
4761,1932.05.00,Australia,Torres Strait,M,27,unknown,05,1930
4762,1932.04.16.b,Philippines,Manila,M,27,unknown,04,1930
4763,1932.04.16.a,Philippines,Manila,F,27,unknown,04,1930
4764,1932.02.16,USA,Hawaii,M,27,unknown,02,1930
4765,1932.02.13,Australia,Queensland,M,27,unknown,02,1930
4766,1932.02.08,Philippines,Manila,M,27,unknown,02,1930
4767,1932.01.27,Australia,Queensland,M,27,afternoon,01,1930
4769,1932.01.06,Mexico,Baja California,M,30,unknown,01,1930
4770,1932.00.00,South Africa,Eastern Cape Province,M,23,evening,unknown,1930
4771,1931.11.26,Australia,Torres Strait,M,45,unknown,11,1930
4773,1931.09.21.b,USA,Florida,M,27,unknown,09,1930
4774,1931.09.21.a,USA,Florida,F,20,unknown,09,1930
4775,1931.09.02,USA,Hawaii,M,27,unknown,09,1930
4776,1931.08.31,Cuba,Havana Province,M,18,unknown,08,1930
4777,1931.08.30,USA,Hawaii,M,27,unknown,08,1930
4779,1931.08.25,Cuba,Havana Province,M,23,unknown,08,1930
4780,1931.08.23,Cuba,Havana Province,M,27,unknown,08,1930
4781,1931.08.18,USA,Texas,M,27,unknown,08,1930
4782,1931.08.06.R,USA,New Jersey,M,27,unknown,08,1930
4783,1931.08.01,Australia,Queensland,M,27,unknown,08,1930
4784,1931.07.28.R,Fiji,Viti Levu Island,M,27,unknown,07,1930
4785,1931.07.15,USA,New Jersey,M,27,unknown,07,1930
4786,1931.06.14,USA,Hawaii,M,27,unknown,06,1930
4787,1931.06.13,USA,Hawaii,M,27,unknown,06,1930
4788,1931.06.04.R,USA,Florida,M,27,unknown,06,1930
4791,1931.03.22,Australia,Queensland,M,19,unknown,03,1930
4793,1931.03.06,Australia,South Australia,M,27,unknown,03,1930
4794,1931.02.10,Australia,New South Wales,M,39,night,02,1930
4795,1931.01.24,Australia,Torres Strait,M,27,unknown,01,1930
4796,1931.01.14,Australia,Torres Strait,M,27,unknown,01,1930
4797,1931.01.07,Australia,Queensland,M,18,afternoon,01,1930
4798,1931.00.00.b,Tonga,Niua,M,27,unknown,unknown,1930
4800,1930.12.25,Australia,New South Wales,M,49,afternoon,12,1920
4801,1930.12.13,Australia,New South Wales,M,27,unknown,12,1920
4803,1930.12.00,Australia,New South Wales,M,27,unknown,12,1920
4804,1930.11.30,Australia,Queensland,M,27,unknown,11,1920
4805,1930.09.26.R,Honduras,Black River,M,27,unknown,09,1920
4807,1930.08.31,Australia,Western Australia,M,17,afternoon,08,1920
4808,1930.08.16,Spain,Canary Islands,M,38,unknown,08,1920
4809,1930.08.06,USA,Florida,M,27,morning,08,1920
4810,1930.07.19,Cuba,Havana Province,M,29,evening,07,1920
4811,1930.07.11,USA,Florida,M,21,unknown,07,1920
4812,1930.06.04,Australia,Torres Strait,M,27,unknown,06,1920
4813,1930.05.27,USA,Texas,M,27,evening,05,1920
4816,1930.04.08,South Africa,Eastern Cape Province,M,17,unknown,04,1920
4817,1930.03.07.R,USA,Florida,M,27,unknown,03,1920
4818,1930.02.20,Australia,Torres Strait,M,19,unknown,02,1920
4819,1930.02.15,Australia,Victoria,M,18,afternoon,02,1920
4820,1930.02.03.R,Australia,Western Australia,M,27,unknown,02,1920
4822,1930.01.16,South Africa,Western Cape Province,M,23,afternoon,01,1920
4825,1930.00.00.a,South Africa,Eastern Cape Province,M,27,unknown,unknown,1920
4826,1929.12.26,Australia,New South Wales,M,16,unknown,12,1920
4827,1929.12.21,Australia,Torres Strait,M,27,unknown,12,1920
4828,1929.12.16,Australia,New South Wales,F,17,unknown,12,1920
4829,1929.12.13,Australia,Torres Strait,M,27,unknown,12,1920
4830,1929.12.03.R,Australia,Queensland,M,50,unknown,12,1920
4832,1929.11.21,Cuba,Cienfuegos Province,M,27,unknown,11,1920
4833,1929.10.20,Australia,Torres Strait,M,27,unknown,10,1920
4834,1929.10.02,Spain,Valencia,M,27,unknown,10,1920
4835,1929.09.01,Australia,Queensland,M,42,unknown,09,1920
4836,1929.08.05,USA,South Carolina,M,27,unknown,08,1920
4837,1929.07.29,Mexico,Tamaulipas,M,27,unknown,07,1920
4838,1929.07.17.R,Cape Verde,Santiago Island,F,27,unknown,07,1920
4839,1929.06.23,USA,Florida,M,27,unknown,06,1920
4840,1929.05.31,Australia,Torres Strait,M,27,unknown,05,1920
4841,1929.04.26.R,Australia,Queensland,M,27,unknown,04,1920
4842,1929.04.17.R,Australia,Queensland,M,27,unknown,04,1920
4843,1929.04.11,Australia,Queensland,M,19,afternoon,04,1920
4844,1929.04.09,Australia,Torres Strait,M,27,unknown,04,1920
4845,1929.04.04,Australia,Torres Strait,M,27,unknown,04,1920
4846,1929.03.16,USA,Florida,M,26,afternoon,03,1920
4847,1929.03.12,Australia,Torres Strait,M,27,unknown,03,1920
4848,1929.03.04.b,Australia,South Australia,M,9,unknown,03,1920
4849,1929.03.04.a,Australia,South Australia,M,12,unknown,03,1920
4850,1929.02.18,Australia,New South Wales,M,20,afternoon,02,1920
4852,1929.02.08,Australia,New South Wales,M,39,afternoon,02,1920
4853,1929.01.27,Australia,Queensland,M,27,afternoon,01,1920
4854,1929.01.14,New Zealand,North Island,F,27,unknown,01,1920
4855,1929.01.12,Australia,New South Wales,M,14,evening,01,1920
4857,1929.01.05,Fiji,Viti Levu Island,M,27,unknown,01,1920
4858,1929.00.00.e.R,Australia,New South Wales,M,27,unknown,unknown,1920
4859,1929.00.00.d,Australia,South Australia,M,27,unknown,unknown,1920
4860,1929.00.00.c,USA,Florida,M,27,unknown,unknown,1920
4861,1929.00.00.b,Australia,New South Wales,M,27,unknown,unknown,1920
4862,1929.00.00.a,USA,Florida,M,27,unknown,unknown,1920
4864,1928.11.18,USA,New Jersey,M,27,unknown,11,1920
4866,1928.11.12,USA,Virginia,M,27,unknown,11,1920
4867,1928.11.04,Panama,Gulf Of Panama,M,17,morning,11,1920
4868,1928.09.00,USA,Texas,M,27,unknown,09,1920
4869,1928.08.24.R,USA,New Jersey,M,27,unknown,08,1920
4871,1928.07.00,Italy,Tuscany,M,27,unknown,07,1920
4872,1928.06.24.R,USA,Florida,M,27,unknown,06,1920
4874,1928.04.14.R,Australia,Queensland,M,27,unknown,04,1920
4875,1928.04.14,Australia,New South Wales,M,19,afternoon,04,1920
4877,1928.04.06,Australia,Queensland,M,15,morning,04,1920
4878,1928.04.04,Australia,New South Wales,M,28,evening,04,1920
4879,1928.03.28.R,Australia,Queensland,M,27,unknown,03,1920
4880,1928.02.20,Australia,Torres Strait,M,27,unknown,02,1920
4881,1928.02.00.b,Costa Rica,Near Puntarenas,F,27,unknown,02,1920
4882,1928.02.00.a,Costa Rica,Near Puntarenas,M,27,unknown,02,1920
4883,1928.01.27,Australia,Torres Strait,M,78,unknown,01,1920
4885,1928.01.21.a,USA,Florida,M,27,night,01,1920
4886,1928.01.02,South Africa,Eastern Cape Province,F,27,unknown,01,1920
4887,1928.01.00,South Africa,Eastern Cape Province,M,18,morning,01,1920
4888,1928.00.00,South Africa,Kwazulu-Natal,M,25,morning,unknown,1920
4889,1927.12.28,South Africa,Western Cape Province,M,17,morning,12,1920
4892,1927.10.12,Australia,New South Wales,M,27,unknown,10,1920
4896,1927.05.09.R,Australia,Queensland,M,27,unknown,05,1920
4897,1927.04.10,Australia,Torres Strait,M,27,unknown,04,1920
4898,1927.04.08,Australia,Queensland,M,27,unknown,04,1920
4899,1927.03.01,Australia,New South Wales,M,17,afternoon,03,1920
4900,1927.02.14,Nicaragua,Salinas Bay,M,27,unknown,02,1920
4901,1927.02.09,Australia,Queensland,M,27,unknown,02,1920
4902,1927.02.00,New Zealand,South Island,M,70,unknown,02,1920
4903,1927.01.20,South Africa,Eastern Cape Province,M,27,morning,01,1920
4904,1927.01.08.R,USA,California,M,27,unknown,01,1920
4905,1927.01.03,Australia,New South Wales,M,15,morning,01,1920
4906,1927.00.00.b,Australia,New South Wales,M,10,unknown,unknown,1920
4907,1927.00.00.a,Australia,Torres Strait,M,27,unknown,unknown,1920
4908,1926.12.02.R,Australia,Torres Strait,M,27,unknown,12,1920
4909,1926.11.17,Australia,Torres Strait,M,27,unknown,11,1920
4910,1926.10.29.R,Papua New Guinea,Central Province,M,27,unknown,10,1920
4911,1926.10.23.b,Australia,New South Wales,M,17,afternoon,10,1920
4914,1926.08.24,USA,New Jersey,M,18,unknown,08,1920
4915,1926.07.23,Italy,Golfo Di Genova In The Ligurian Sea,M,20,morning,07,1920
4916,1926.07.12,USA,New Jersey,M,27,unknown,07,1920
4917,1926.07.08,USA,California,M,15,unknown,07,1920
4918,1926.07.03,Spain,Sants-Montjic,M,27,unknown,07,1920
4919,1926.05.18,USA,Hawaii,M,27,unknown,05,1920
4920,1926.04.22,South Atlantic Ocean,South Of The Equator,M,26,night,04,1920
4921,1926.04.07,USA,Hawaii,F,27,afternoon,04,1920
4922,1926.03.17,Australia,South Australia,F,27,afternoon,03,1920
4923,1926.01.26,South Africa,Eastern Cape Province,M,27,unknown,01,1920
4924,1926.01.00,Australia,Victoria,M,27,unknown,01,1920
4925,1926.00.00.d,Monaco,Bay Of Monaco,M,27,unknown,unknown,1920
4926,1926.00.00.c,New Zealand,Cook Islands,M,27,unknown,unknown,1920
4928,1926.00.00.a,South Africa,Western Cape Province,M,27,unknown,unknown,1920
4929,1925.11.22,Australia,Western Australia,M,55,afternoon,11,1920
4931,1925.11.00.a,USA,Puerto Rico,M,27,unknown,11,1920
4932,1925.09.04,Spain,Valencia,M,27,unknown,09,1920
4933,1925.09.03,England,Isle Of Wight,M,27,morning,09,1920
4934,1925.08.02,USA,South Carolina,F,27,unknown,08,1920
4936,1925.05.00,USA,Puerto Rico,M,27,unknown,05,1920
4937,1925.03.27,Australia,New South Wales,M,16,afternoon,03,1920
4938,1925.03.12,Australia,New South Wales,M,16,afternoon,03,1920
4939,1925.03.10,Papua New Guinea,Central Province,M,27,unknown,03,1920
4940,1925.01.27.R,USA,Florida,M,27,unknown,01,1920
4941,1925.01.08,Canada,Vancouver,M,27,unknown,01,1920
4942,1925.00.00,Fiji,Viti Levu Island,M,27,unknown,unknown,1920
4943,1924.11.25,Mexico,Tamaulipas,F,27,unknown,11,1920
4944,1924.11.24,Panama,"2 To 3 Miles Off Taboguilla Island, Pacific Ocean",M,35,night,11,1920
4945,1924.11.21,USA,Puerto Rico,M,35,afternoon,11,1920
4946,1924.10.31.R,French Polynesia,Tuamotus,M,27,unknown,10,1920
4947,1924.10.18,Australia,Victoria,M,27,unknown,10,1920
4948,1924.07.31,USA,South Carolina,M,27,unknown,07,1920
4949,1924.07.14,England,Dorset,M,27,unknown,07,1920
4950,1924.07.04,USA,California,M,14,unknown,07,1920
4951,1924.06.18,USA,Florida,M,27,evening,06,1920
4952,1924.04.25,Australia,New South Wales,M,20,afternoon,04,1920
4953,1924.04.22,Panama,150 Miles Offshore,M,21,unknown,04,1920
4954,1924.04.20,Australia,Western Australia,M,27,unknown,04,1920
4955,1924.03.28.R,Solomon Islands,Central Province,M,27,unknown,03,1920
4957,1924.02.13,Australia,New South Wales,F,30,evening,02,1920
4958,1924.02.08,Australia,Queensland,M,27,afternoon,02,1920
4959,1924.01.29,South Africa,Kwazulu-Natal,M,22,afternoon,01,1920
4960,1924.01.25,South Africa,Eastern Cape Province,M,27,afternoon,01,1920
4961,1924.01.19,Australia,New South Wales,M,16,afternoon,01,1920
4962,1923.12.12,Australia,New South Wales,M,27,unknown,12,1920
4963,1923.12.02,Australia,New South Wales,M,27,unknown,12,1920
4964,1923.11.23,Australia,Western Australia,M,27,unknown,11,1920
4965,1923.11.02,Australia,New South Wales,M,27,unknown,11,1920
4966,1923.10.20,Australia,New South Wales,M,27,unknown,10,1920
4968,1923.10.16,Australia,Torres Strait,M,27,unknown,10,1920
4969,1923.08.08,Guyana,Demerara County,M,27,night,08,1920
4970,1923.07.02.R,Australia,Queensland,M,27,unknown,07,1920
4971,1923.06.16,Australia,New South Wales,M,27,unknown,06,1920
4973,1923.05.23.R,Australia,Western Australia,M,27,unknown,05,1920
4974,1923.05.22,Australia,Queensland,M,27,afternoon,05,1920
4975,1923.03.18,Australia,Queensland,M,27,unknown,03,1920
4976,1923.02.00,USA,Puerto Rico,M,25,unknown,02,1920
4977,1923.01.27.b,Australia,Western Australia,M,27,unknown,01,1920
4978,1923.01.27.a,Australia,Western Australia,M,13,unknown,01,1920
4979,1923.01.13,Cuba,Caribbean Sea,M,27,unknown,01,1920
4980,1923.00.00.c,USA,New Jersey,M,27,unknown,unknown,1920
4981,1923.00.00.b,Philippines,Manila Bay,M,27,unknown,unknown,1920
4982,1923.00.00.a,USA,New Jersey,M,27,unknown,unknown,1920
4984,1922.12.14,USA,Puerto Rico,F,27,unknown,12,1920
4985,1922.12.05,Australia,Queensland,M,19,morning,12,1920
4986,1922.09.29,Barbados,Lucy,M,16,unknown,09,1920
4987,1922.10.29,Australia,New South Wales,M,27,unknown,10,1920
4988,1922.09.28,USA,Hawaii,M,27,unknown,09,1920
4989,1922.09.26.R,England,East Yorkshire,M,27,unknown,09,1920
4991,1922.07.19,USA,Florida,M,27,unknown,07,1920
4992,1922.06.17,USA,Florida,F,18,unknown,06,1920
4993,1922.05.24,Jamaica,Westmoreland Parish,M,19,morning,05,1920
